jrv,cod_departamento,departamento,cod_municipio,municipio,orden,id,agrupacion,comunidad,empadronados,cui_inicial,cui_final,sector,correlativo,nombre,ubicacion_direccion,zona,direccion_completa,LATITUD,LONGITUD,MESA,DEPARTAMENTO,ID_DEPARTAMENTO,MUNICIPIO,ID_MUNICIPIO,CENTRO_DE_VOTACIÓN,PADRÓN,TODOS,UNE,VALOR UNIONISTA,PR,CAMBIO,AZUL,MLP,VICTORIA,VAMOS,PHG,BIEN,UR,P A N,PIN,FCN-NACION,COMITE CIVICO LA GOTA DE AGUA,PPN,FOPPA X LA CIUDAD,MI FAMILIA,CABAL,VIVA,PODEMOS,PODER,CREO,VÁLIDOS,NULOS,BLANCO,EMITIDOS,INVÁLIDOS,TOTAL,IMPUGNACIONES,PAPELETAS-RECIBIDAS,PAPELETAS-NO-USADAS,VALIDOS_CALCULADO,EMITIDOS_CALCULADO,TOTAL_CALCULADO,OBSERVACIONES,CONTABILIZADA,CÓDIGO_INTEGRIDAD,FECHA_HORA_PUBLICACIÓN,DIGITALIZACIÓN,diferencia,comentario
919,1,GUATEMALA,1,GUATEMALA,1.0,49.0,'049',CABECERA MUNICIPAL,400,1636025140101,1704288691907,URBANO,65,DIRECCIÓN GENERAL DE EDUCACIÓN FÍSICA -DIGEF-,32 CALLE 9-10 COLONIA GRANAI I,11.0,"DIRECCIÓN GENERAL DE EDUCACIÓN FÍSICA -DIGEF-, 32 CALLE 9-10 COLONIA GRANAI I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.59611111111111,-90.56166666666667,919,Distrito Central,0,Guatemala,1,72,400,6,16,88,0,2.0,6,1,4,11,1,9,0,2,0,0,0,3,54,0,3,6,10,1,57,277,13,1,294,0,400,0,400,106,280,294.0,294.0,Sumas Asentadas sin cuadrar,1,04c866b82db0fdaf64c4a029d9fb200ce62ff8707d62fcf235c711a352de9913,26/06/2023 02:02:00,ESCANER,3,Pendiente
920,1,GUATEMALA,1,GUATEMALA,1.0,49.0,'049',CABECERA MUNICIPAL,400,1704400440101,1789115260101,URBANO,65,DIRECCIÓN GENERAL DE EDUCACIÓN FÍSICA -DIGEF-,32 CALLE 9-10 COLONIA GRANAI I,11.0,"DIRECCIÓN GENERAL DE EDUCACIÓN FÍSICA -DIGEF-, 32 CALLE 9-10 COLONIA GRANAI I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.59611111111111,-90.56166666666667,920,Distrito Central,0,Guatemala,1,72,400,8,15,88,1,6.0,6,3,4,4,0,5,0,1,1,1,1,3,32,0,3,3,11,0,64,259,22,0,281,0,281,0,396,115,260,282.0,282.0,Sumas Asentadas sin cuadrar,1,dc3b01a6121c933a31b9e349ea26169ee4ea2898fe4cf19813ae9ac739572f27,26/06/2023 02:07:11,ESCANER,1,Pendiente
921,1,GUATEMALA,1,GUATEMALA,1.0,49.0,'049',CABECERA MUNICIPAL,400,1789177020610,1888280280404,URBANO,65,DIRECCIÓN GENERAL DE EDUCACIÓN FÍSICA -DIGEF-,32 CALLE 9-10 COLONIA GRANAI I,11.0,"DIRECCIÓN GENERAL DE EDUCACIÓN FÍSICA -DIGEF-, 32 CALLE 9-10 COLONIA GRANAI I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.59611111111111,-90.56166666666667,921,Distrito Central,0,Guatemala,1,72,400,7,16,73,0,1.0,9,2,6,7,0,5,1,1,1,0,2,3,0,3,2,2,6,0,56,249,25,0,274,0,274,0,400,127,203,228.0,228.0,Sumas Asentadas sin cuadrar,1,46099179ebf717a26686bb8de8543daea19022c362df46b5811acbb460cd492b,26/06/2023 02:22:25,ESCANER,46,"Datos no cuadran, foppa x la ciudad no tiene datos "
932,1,GUATEMALA,1,GUATEMALA,1.0,49.0,'049',CABECERA MUNICIPAL,400,2602584660101,2660392941508,URBANO,65,DIRECCIÓN GENERAL DE EDUCACIÓN FÍSICA -DIGEF-,32 CALLE 9-10 COLONIA GRANAI I,11.0,"DIRECCIÓN GENERAL DE EDUCACIÓN FÍSICA -DIGEF-, 32 CALLE 9-10 COLONIA GRANAI I, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.59611111111111,-90.56166666666667,932,Distrito Central,0,Guatemala,1,72,400,13,13,75,0,3.0,12,2,5,9,0,5,0,3,4,0,0,0,49,1,4,3,14,0,60,276,11,0,287,0,287,0,400,287,275,286.0,286.0,Sumas Asentadas sin cuadrar,1,bad41ad5eda5f4041670e8f308ff6856318269b4c91b71888042bdd1fac32770,26/06/2023 05:40:08,ESCANER,1,Pendiente
937,1,GUATEMALA,1,GUATEMALA,1.0,50.0,'050',CABECERA MUNICIPAL,400,1572925840101,1661736570101,URBANO,67,ESCUELA OFICIAL URBANA MIXTA NÚMERO 36 JACOBO DE VILLAURRUTIA,11 AVENIDA 12-08,12.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 36 JACOBO DE VILLAURRUTIA, 11 AVENIDA 12-08, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.60363888888889,-90.5405,937,Distrito Central,0,Guatemala,1,73,400,12,11,86,1,1.0,6,2,2,4,0,2,2,1,0,0,0,1,52,1,4,6,4,0,65,288,22,3,288,0,288,0,399,111,263,288.0,288.0,Sumas Asentadas sin cuadrar,1,09d0ae41e2e4a03c8088f7e18e684f1ec64beee72a60e9f00b61f4508055552b,25/06/2023 23:09:58,ESCANER,25,Pendiente
958,1,GUATEMALA,1,GUATEMALA,1.0,52.0,'052',CABECERA MUNICIPAL,400,1638147910101,1738024510501,URBANO,69,ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN,AVENIDA PETAPA Y 32 CALLE,12.0,"ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN, AVENIDA PETAPA Y 32 CALLE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.58641666666667,-90.54555555555555,958,Distrito Central,0,Guatemala,1,76,400,9,15,78,1,4.0,5,1,4,6,0,4,3,3,1,0,0,0,0,2,4,8,8,2,63,264,15,2,281,119,400,0,400,119,221,238.0,357.0,Sumas Asentadas sin cuadrar,1,1f6c3e886fb6ac163e3c631da489177e07f79bf2cdf0438909b1b5ee97f9bdd5,26/06/2023 00:38:58,ESCANER,43,"Datos no cuadran, foppa x la ciudad no tiene datos "
959,1,GUATEMALA,1,GUATEMALA,1.0,52.0,'052',CABECERA MUNICIPAL,400,1738080420101,1838316590101,URBANO,69,ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN,AVENIDA PETAPA Y 32 CALLE,12.0,"ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN, AVENIDA PETAPA Y 32 CALLE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.58641666666667,-90.54555555555555,959,Distrito Central,0,Guatemala,1,76,400,8,14,78,0,1.0,7,1,4,5,3,2,2,2,1,1,1,5,8,6,6,8,10,2,56,247,23,0,270,2,272,905,399,127,231,254.0,256.0,Sumas Asentadas sin cuadrar,1,b66f7038edd1e1b692fa9024cb5deb1c0a6afb9e9f3be4a3f6be423114434fa7,26/06/2023 02:28:00,ESCANER,16,Pendiente
971,1,GUATEMALA,1,GUATEMALA,1.0,52.0,'052',CABECERA MUNICIPAL,362,2998190860101,3230375771601,URBANO,69,ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN,AVENIDA PETAPA Y 32 CALLE,12.0,"ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN, AVENIDA PETAPA Y 32 CALLE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.58641666666667,-90.54555555555555,971,Distrito Central,0,Guatemala,1,76,362,7,2,37,1,2.0,4,1,1,3,1,2,1,1,1,0,0,0,97,1,4,2,16,1,26,212,6,1,219,0,219,0,362,141,211,218.0,218.0,Sumas Asentadas sin cuadrar,1,cb45b381732a21adbaf2555edbb83bd15d528b98640b7eaedee5e5a6ad65804e,26/06/2023 01:28:32,ESCANER,1,Pendiente
972,1,GUATEMALA,1,GUATEMALA,1.0,52.0,'052',CABECERA MUNICIPAL,361,3236047221001,4088889110101,URBANO,69,ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN,AVENIDA PETAPA Y 32 CALLE,12.0,"ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN, AVENIDA PETAPA Y 32 CALLE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.58641666666667,-90.54555555555555,972,Distrito Central,0,Guatemala,1,76,361,6,9,37,0,4.0,8,0,4,3,1,0,3,3,0,2,0,2,62,1,2,1,9,0,26,188,5,0,183,0,188,0,361,173,183,188.0,188.0,Sumas Asentadas sin cuadrar,1,845fbde7ea97cdecdef06aeaf7d4d4fff2a6e94e0e9df28c0f24ce85fd7d2f24,26/06/2023 01:34:12,ESCANER,5,Pendiente
977,1,GUATEMALA,1,GUATEMALA,1.0,53.0,'053',CABECERA MUNICIPAL,400,1664066510101,1691393600101,URBANO,69,ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN,AVENIDA PETAPA Y 32 CALLE,12.0,"ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN, AVENIDA PETAPA Y 32 CALLE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.58641666666667,-90.54555555555555,977,Distrito Central,0,Guatemala,1,78,400,8,16,69,2,3.0,2,2,3,6,0,1,0,2,2,0,0,0,40,1,4,7,6,0,63,239,25,3,267,0,267,0,400,133,237,265.0,265.0,Sumas Asentadas sin cuadrar,1,5e2cab98ce892c4a5ba2b3f00bba4cbce8ab4e2dc96e0a459607a91b8c448744,26/06/2023 00:01:30,ESCANER,2,Pendiente
981,1,GUATEMALA,1,GUATEMALA,1.0,53.0,'053',CABECERA MUNICIPAL,400,1775975421401,1798322630101,URBANO,69,ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN,AVENIDA PETAPA Y 32 CALLE,12.0,"ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN, AVENIDA PETAPA Y 32 CALLE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.58641666666667,-90.54555555555555,981,Distrito Central,0,Guatemala,1,78,400,10,16,65,0,2.0,5,0,6,6,3,1,3,3,0,2,1,1,37,3,6,6,6,0,56,263,23,2,238,0,263,0,0,0,238,263.0,263.0,Sumas Asentadas sin cuadrar,1,b9721afa3cfac516928c535eeffef46f3deb1ecc3757bebcbd8bcc6b7ce47d09,26/06/2023 00:28:04,ESCANER,25,Pendiente
993,1,GUATEMALA,1,GUATEMALA,1.0,53.0,'053',CABECERA MUNICIPAL,400,2231873640101,2256482450101,URBANO,69,ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN,AVENIDA PETAPA Y 32 CALLE,12.0,"ESCUELA DE APLICACIÓN DR. CARLOS MARTÍNEZ DURÁN, AVENIDA PETAPA Y 32 CALLE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.58641666666667,-90.54555555555555,993,Distrito Central,0,Guatemala,1,78,400,0,15,70,2,7.0,3,1,3,4,1,2,0,1,2,0,0,0,33,0,1,3,7,1,62,235,17,3,255,0,235,0,400,142,218,238.0,238.0,Sumas Asentadas sin cuadrar,1,8623d50f21865ce6b355589d1223e226975012fadfab659c5d4b1a303791e83b,25/06/2023 23:59:10,ESCANER,17,Pendiente
1002,1,GUATEMALA,1,GUATEMALA,1.0,53.0,'053',CABECERA MUNICIPAL,400,2421058150101,2437354640101,URBANO,71,ESCUELA TIPO FEDERACIÓN JOSÉ JOAQUÍN PALMA,BOULEVARD LIBERACIÓN 13-19 PAMPLONA,12.0,"ESCUELA TIPO FEDERACIÓN JOSÉ JOAQUÍN PALMA, BOULEVARD LIBERACIÓN 13-19 PAMPLONA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.60936111111111,-90.53375,1002,Distrito Central,0,Guatemala,1,79,400,8,12,60,3,4.0,1,2,6,4,0,1,1,3,0,0,0,3,39,0,6,2,9,0,61,230,20,5,255,0,255,0,399,144,225,250.0,250.0,Sumas Asentadas sin cuadrar,1,e1fa253513a8c3fa6f55237307e567ca0cbe9958a5fda2abf4d9204be6501f18,26/06/2023 01:52:56,ESCANER,5,Pendiente
1005,1,GUATEMALA,1,GUATEMALA,1.0,53.0,'053',CABECERA MUNICIPAL,400,2465184210101,2492095860101,URBANO,71,ESCUELA TIPO FEDERACIÓN JOSÉ JOAQUÍN PALMA,BOULEVARD LIBERACIÓN 13-19 PAMPLONA,12.0,"ESCUELA TIPO FEDERACIÓN JOSÉ JOAQUÍN PALMA, BOULEVARD LIBERACIÓN 13-19 PAMPLONA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.60936111111111,-90.53375,1005,Distrito Central,0,Guatemala,1,79,400,8,15,69,1,3.0,1,1,3,5,0,2,1,3,3,1,0,4,36,2,5,5,8,1,46,228,18,3,249,21,249,0,400,151,223,244.0,265.0,Sumas Asentadas sin cuadrar,1,fc7f14863ffba5bfced3f7d5052bdf42954e07cdf6a336692cf8d0d07f326999,26/06/2023 02:05:44,ESCANER,5,Pendiente
1007,1,GUATEMALA,1,GUATEMALA,1.0,53.0,'053',CABECERA MUNICIPAL,400,2508652460101,2526426350101,URBANO,71,ESCUELA TIPO FEDERACIÓN JOSÉ JOAQUÍN PALMA,BOULEVARD LIBERACIÓN 13-19 PAMPLONA,12.0,"ESCUELA TIPO FEDERACIÓN JOSÉ JOAQUÍN PALMA, BOULEVARD LIBERACIÓN 13-19 PAMPLONA, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.60936111111111,-90.53375,1007,Distrito Central,0,Guatemala,1,79,400,8,29,61,0,2.0,10,0,1,3,0,6,1,0,3,0,1,2,36,1,3,4,9,1,61,243,19,1,263,0,397,0,392,134,242,262.0,262.0,Sumas Asentadas sin cuadrar,1,c972e223a0ed7b9ee02931f635b9987bc1442aca45ffb329e16db382bdd50363,26/06/2023 04:05:43,ESCANER,1,Pendiente
1088,1,GUATEMALA,1,GUATEMALA,1.0,57.0,'057',CABECERA MUNICIPAL,400,2342091350101,2391249600101,URBANO,73,CLUB LOS ARCOS,AVENIDA LAS AMÉRICAS 1-03,14.0,"CLUB LOS ARCOS, AVENIDA LAS AMÉRICAS 1-03, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.59166666666667,-90.5175,1088,Distrito Central,0,Guatemala,1,83,400,4,23,110,0,1.0,10,0,1,2,1,3,0,1,0,1,0,0,22,0,1,7,19,0,56,257,9,0,266,0,266,0,400,134,262,271.0,271.0,Sumas Asentadas sin cuadrar,1,54bdb4b658b39d8ad7a73b8b78d424c3d1bba58b7b0bbea0621a41f0bb2128c3,26/06/2023 03:10:18,ESCANER,5,Pendiente
1101,1,GUATEMALA,1,GUATEMALA,1.0,57.0,'057',CABECERA MUNICIPAL,339,3564699640101,4097812230101,URBANO,73,CLUB LOS ARCOS,AVENIDA LAS AMÉRICAS 1-03,14.0,"CLUB LOS ARCOS, AVENIDA LAS AMÉRICAS 1-03, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.59166666666667,-90.5175,1101,Distrito Central,0,Guatemala,1,83,339,4,9,49,0,3.0,13,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,7,0,30,159,2,0,161,0,161,0,336,175,121,123.0,123.0,Sumas Asentadas sin cuadrar,1,d64e1feefc5b626a469120a27a02ac189e21025556904a4f66afada4c5399add,26/06/2023 00:33:55,ESCANER,38,"Datos no cuadran, foppa x la ciudad no tiene datos "
1125,1,GUATEMALA,1,GUATEMALA,1.0,60.0,'060',CABECERA MUNICIPAL,400,1665040920101,1710015910101,URBANO,75,COLEGIO VALLE VERDE,CAMPUS 15 AVENIDA 3-80,15.0,"COLEGIO VALLE VERDE, CAMPUS 15 AVENIDA 3-80, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.60305555555555,-90.5,1125,Distrito Central,0,Guatemala,1,85,400,5,14,134,0,1.0,9,0,2,4,0,1,0,0,0,0,0,1,27,1,0,5,15,1,69,290,10,0,300,0,300,0,397,97,289,299.0,299.0,Sumas Asentadas sin cuadrar,1,c0b7b025ec46c162c53afa3dd5b35112fafc90d8921df2ec153239e518822d82,25/06/2023 22:55:37,ESCANER,1,Pendiente
1129,1,GUATEMALA,1,GUATEMALA,1.0,60.0,'060',CABECERA MUNICIPAL,400,1878672590101,1956611920101,URBANO,75,COLEGIO VALLE VERDE,CAMPUS 15 AVENIDA 3-80,15.0,"COLEGIO VALLE VERDE, CAMPUS 15 AVENIDA 3-80, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.60305555555555,-90.5,1129,Distrito Central,0,Guatemala,1,85,400,9,25,112,1,1.0,15,0,0,5,1,11,1,1,0,0,0,2,27,0,3,3,5,0,62,275,9,0,284,0,284,0,400,116,284,293.0,293.0,Sumas Asentadas sin cuadrar,1,b57d61e9044731617aeebe2db9de0c2436d5b67ac98c78ef86b8d4364402ca19,26/06/2023 00:25:50,ESCANER,9,Pendiente
1158,1,GUATEMALA,1,GUATEMALA,1.0,61.0,"'061', '062'",CABECERA MUNICIPAL,400,2486880810101,2562019430111,URBANO,77,UNVERSIDAD DEL VALLE DE GUATEMALA,18 AVENIDA 11-95,15.0,"UNVERSIDAD DEL VALLE DE GUATEMALA, 18 AVENIDA 11-95, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.60472222222222,-90.49055555555556,1158,Distrito Central,0,Guatemala,1,88,400,16,24,99,0,0.0,8,0,3,2,0,4,1,0,0,0,2,2,29,0,9,1,10,2,66,270,10,0,280,0,280,0,400,120,278,288.0,288.0,Sumas Asentadas sin cuadrar,1,99a7e529d16dd5b13cefb9695e37c25cb8616788ae99af84a84a2aceb428c276,26/06/2023 02:06:24,ESCANER,8,Pendiente
1164,1,GUATEMALA,1,GUATEMALA,1.0,63.0,'063',CABECERA MUNICIPAL,400,1606448010917,1646565610101,URBANO,78,CAMPUS CENTRAL UNIVERSIDAD RAFAEL LANDÍVAR,CAMPUS CENTRAL VISTA HERMOSA III,16.0,"CAMPUS CENTRAL UNIVERSIDAD RAFAEL LANDÍVAR, CAMPUS CENTRAL VISTA HERMOSA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.59583333333333,-90.48472222222222,1164,Distrito Central,0,Guatemala,1,89,400,13,29,88,2,2.0,14,1,0,1,1,5,1,2,2,0,0,3,43,1,1,4,7,2,60,281,8,6,295,0,295,0,400,105,282,296.0,296.0,Sumas Asentadas sin cuadrar,1,544fa8de587cbd20251a9e5bf0da848d2f898184a971cbaddd3addd6a5f14e52,26/06/2023 02:24:47,ESCANER,1,Pendiente
1174,1,GUATEMALA,1,GUATEMALA,1.0,63.0,'063',CABECERA MUNICIPAL,400,2184685200101,2224958122204,URBANO,78,CAMPUS CENTRAL UNIVERSIDAD RAFAEL LANDÍVAR,CAMPUS CENTRAL VISTA HERMOSA III,16.0,"CAMPUS CENTRAL UNIVERSIDAD RAFAEL LANDÍVAR, CAMPUS CENTRAL VISTA HERMOSA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.59583333333333,-90.48472222222222,1174,Distrito Central,0,Guatemala,1,89,400,15,19,76,0,2.0,12,1,1,5,0,3,0,3,0,0,0,0,0,2,4,5,10,0,59,267,15,5,287,0,287,0,396,109,217,237.0,237.0,Sumas Asentadas sin cuadrar,1,f7c1edf1931654719a1f32a010ed367c6d26fd79e5c3d76bd9a445ba6703e722,26/06/2023 02:13:46,ESCANER,50,"Datos no cuadran, foppa x la ciudad no tiene datos "
1177,1,GUATEMALA,1,GUATEMALA,1.0,63.0,'063',CABECERA MUNICIPAL,400,2297328280101,2332196091221,URBANO,78,CAMPUS CENTRAL UNIVERSIDAD RAFAEL LANDÍVAR,CAMPUS CENTRAL VISTA HERMOSA III,16.0,"CAMPUS CENTRAL UNIVERSIDAD RAFAEL LANDÍVAR, CAMPUS CENTRAL VISTA HERMOSA III, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.59583333333333,-90.48472222222222,1177,Distrito Central,0,Guatemala,1,89,400,14,19,56,0,2.0,0,0,1,6,0,3,0,2,0,0,0,0,40,0,1,4,14,1,75,275,8,7,290,0,290,0,396,106,238,253.0,253.0,Sumas Asentadas sin cuadrar,1,6229c6a2c8b565c22b94fd9402d4f7df32b1498f70d267134e7b6d589c75f60a,26/06/2023 06:05:28,ESCANER,37,Datos no cuadran
1228,1,GUATEMALA,1,GUATEMALA,1.0,64.0,'064',CABECERA MUNICIPAL,400,2737108340101,2900184200101,URBANO,80,UNIVERSIDAD PANAMERICANA,"DIAGONAL 34, 31-43",16.0,"UNIVERSIDAD PANAMERICANA, DIAGONAL 34, 31-43, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.61583333333333,-90.47194444444445,1228,Distrito Central,0,Guatemala,1,91,400,6,19,61,2,5.0,7,0,2,3,1,3,0,0,0,1,1,6,0,1,0,3,10,1,61,238,8,0,246,0,246,0,395,149,193,201.0,201.0,Sumas Asentadas sin cuadrar,1,96d95ae3d8a66d9b9a549c75afbdaeb44978b95709c1da5f2b12a9f0cd92c63e,26/06/2023 03:47:02,ESCANER,45,"Datos no cuadran, foppa x la ciudad no tiene datos "
1246,1,GUATEMALA,1,GUATEMALA,1.0,66.0,'066',CABECERA MUNICIPAL,400,2248270060101,2290963600101,URBANO,81,ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE,9 CALLE 13 AVENIDA LOMAS DEL NORTE,17.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE, 9 CALLE 13 AVENIDA LOMAS DEL NORTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64583333333333,-90.46000000000001,1246,Distrito Central,0,Guatemala,1,92,400,6,17,62,0,2.0,5,1,5,3,0,1,0,2,1,1,2,1,56,1,4,5,4,0,63,265,22,1,265,0,265,0,400,135,242,265.0,265.0,Sumas Asentadas sin cuadrar,1,5e64734565aae0e783ebc843da39b3c8618be42900e7d08d5650d0b48973e6a4,26/06/2023 01:46:38,ESCANER,23,Pendiente
1247,1,GUATEMALA,1,GUATEMALA,1.0,66.0,'066',CABECERA MUNICIPAL,400,2291476580101,2330455971413,URBANO,81,ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE,9 CALLE 13 AVENIDA LOMAS DEL NORTE,17.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE, 9 CALLE 13 AVENIDA LOMAS DEL NORTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64583333333333,-90.46000000000001,1247,Distrito Central,0,Guatemala,1,92,400,7,18,48,0,2.0,5,0,0,5,1,1,0,2,1,0,0,4,46,1,6,4,7,1,76,234,11,1,247,0,247,0,397,150,235,247.0,247.0,Sumas Asentadas sin cuadrar,1,6db7906fad46902e008f0aee2497f7293ecd8eda68d43f9840f2c50b8f7a2975,26/06/2023 00:34:35,ESCANER,1,Pendiente
1248,1,GUATEMALA,1,GUATEMALA,1.0,66.0,'066',CABECERA MUNICIPAL,400,2330530500101,2369417200904,URBANO,81,ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE,9 CALLE 13 AVENIDA LOMAS DEL NORTE,17.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE, 9 CALLE 13 AVENIDA LOMAS DEL NORTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64583333333333,-90.46000000000001,1248,Distrito Central,0,Guatemala,1,92,400,10,10,71,0,4.0,3,1,6,6,1,4,2,4,0,1,0,2,0,0,1,4,8,0,64,259,12,1,272,1,273,0,400,128,202,215.0,216.0,Sumas Asentadas sin cuadrar,1,d625d1f34b435c7564d81f8f4c57c42578d4ec868e92ef4d769edffeda44eba6,26/06/2023 00:32:22,ESCANER,57,"Datos no cuadran. Este es un caso rarísimo, ya que incluso dicen que recibieron 400 papeletas y no usaron 128, sin embargo los datos no cuadran. Está para analizarlo con más detalle. "
1250,1,GUATEMALA,1,GUATEMALA,1.0,66.0,'066',CABECERA MUNICIPAL,400,2404946600101,2437980910108,URBANO,81,ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE,9 CALLE 13 AVENIDA LOMAS DEL NORTE,17.0,"ESCUELA OFICIAL URBANA MIXTA NÚMERO 85 LOMAS DEL NORTE, 9 CALLE 13 AVENIDA LOMAS DEL NORTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.64583333333333,-90.46000000000001,1250,Distrito Central,0,Guatemala,1,92,400,12,16,79,0,3.0,9,0,3,7,3,5,2,0,0,1,1,0,40,1,6,4,3,1,69,266,9,0,275,0,275,0,400,125,265,274.0,274.0,Sumas Asentadas sin cuadrar,1,bc825c0d4d38940d46bdc65332a5f910cf9423e508a7bf822892840df763bd93,25/06/2023 23:05:43,ESCANER,1,Pendiente
1254,1,GUATEMALA,1,GUATEMALA,1.0,66.0,'066',CABECERA MUNICIPAL,400,2561587970101,2600289830101,URBANO,82,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA ATLÁNTIDA,3 AVENIDA 10-79 RESIDENCIALES DEL NORTE,17.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA ATLÁNTIDA, 3 AVENIDA 10-79 RESIDENCIALES DEL NORTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65222222222222,-90.46916666666667,1254,Distrito Central,0,Guatemala,1,93,400,8,17,74,0,6.0,8,0,1,7,0,3,1,3,1,2,1,1,40,1,1,3,9,1,64,251,19,2,272,0,0,0,0,0,252,273.0,273.0,Sumas Asentadas sin cuadrar,1,2e856beee8852f0ce22350367c9caeafc6aaa65990dff7879682e170ee291a30,26/06/2023 02:04:52,ESCANER,1,Pendiente
1255,1,GUATEMALA,1,GUATEMALA,1.0,66.0,'066',CABECERA MUNICIPAL,400,2600476510101,2642422542101,URBANO,82,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA ATLÁNTIDA,3 AVENIDA 10-79 RESIDENCIALES DEL NORTE,17.0,"INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA ATLÁNTIDA, 3 AVENIDA 10-79 RESIDENCIALES DEL NORTE, CABECERA MUNICIPAL, GUATEMALA, GUATEMALA",14.65222222222222,-90.46916666666667,1255,Distrito Central,0,Guatemala,1,93,400,6,14,71,1,3.0,5,0,5,5,1,2,0,2,1,1,0,2,42,1,2,5,9,0,53,249,17,0,249,0,249,0,400,148,231,248.0,248.0,Sumas Asentadas sin cuadrar,1,07c8c562aee1f9acb2ff06f7b68a18d054e6444ccc5bb4c16b8c94ec9f09d629,26/06/2023 01:52:13,ESCANER,18,Pendiente
